|Count
Hoeker & Zoon, Firma|2
Schmeltzing, Jan (III)|2
Pape, Anton Hinrich|2
Hoeff, Abraham van der|2
Bedoli, Girolamo Mazzola|2
Umetada|2
Casteleyn, Pieter|2
Huberti, Joan|2
Blaeu, Willem Janszoon|2
Bijlert, Jan van|2
Vaudricourt|2
Frijberger, Jacob|2
Meyer, Henry Hoppner|2
Ferri, Ciro|2
Carroll, Lewis|2
Knyaston, R.N.|2
Meester van het Geometrische Merk|2
Bye, C. de|2
Brichet, Robert|2
Baden, Johannes van|2
Ast, Balthasar van der|2
Monogrammist GH (tekenaar ; 17e eeuw)|2
Ziesenis, Anthony|2
Calraet, Abraham van|2
Shinsai|2
Burger, Willem|2
Hon Sing|2
Gérard, François Pascal Simon (Baron)|2
Ozanne, Jeanne Françoise|2
Barendsz, Willem|2
Domenichi, Cesare|2
Schuylenburgh, Hendrik van|2
Bourdon, E.|2
Burrini, Gian Antonio|2
Veen, Cornelis van|2
Chancelier, Thomas|2
Vroom, Frederik Hendricksz.|2
Brunswijkse Monogrammist|2
Métayer, Louis|2
Weisweiler, Adam|2
Tengnagel, Jan|2
Gutsche, Jonas|2
Strick-Becq, Maria|2
Sansom, Franciscus|2
Hardouin, Ernest Alfred|2
Kleman, Jan Marten|2
André de la Porte, Ferry|2
Lemaire, Frits|2
Hogers, Jacob|2
Müller, Philipp Heinrich|2
Heil, Leo van|2
Esselbeek, Michiel|2
Scheltus, Paulus (I)|2
Verbruggen, Pieter (I)|2
Gallis, Pieter|2
Wijsman, Jacobus|2
Couwenberg, Abraham Johannes|2
Engelberts, Willem Jodocus Mattheus|2
Stap, Jan Woutersz.|2
Fortman, Hendrik|2
Shunjo, Katsukawa|2
Hulk, Abraham Pietersz.|2
Opdebeeck, Antoine|2
Cunego, Domenico|2
Meester van het Berlijnse Schetsboek|2
Hautsch, Georg|2
Hackiana, officina|2
Loth, Johann Carl|2
Jonghelinck, Jacques|2
Delamonce, Ferdinand|2
Netscher, Theodorus|2
Toorn, Gregorius van der|2
Rotari, Pietro|2
Santis, Orazio de|2
Tenckinck, Egbert|2
Adriaensen, Alexander|2
Wolters, Herman|2
Dumonstier, Geoffroy|2
Jegher, Christoffel|2
Hopfer, Lambert|2
Höhn, Johann|2
Fabri, Charles|2
Hoey, Jan de|2
Putter, Albert de|2
Quenedey, Edme|2
Mehus, Lieven|2
Boitet, Reinier|2
Langenhuysen, C.L. van|2
Campe, J.H.|2
Neureuther, Eugen Napoleon|2
Zhang Cheng|2
Logerath, Johannis H.|2
Robert, Louis-Rémy|2
Schröder, Christiaan|2
Horst, Gerard van der|2
Attevelt, Justus van|2
Siberechts, Jan|2
Ouderogge, Cornelis|2
Jordaens, L.|2
Behagle, Antoni|2
Carmigel, Alexander|2
Casanova, Francesco Giuseppe|2
Godl, Stephan|2
Gobius, H.A.|2
Haanen, Elisabeth Alida|2
Blaeu, Johannes Willemszoon|2
Brouwer, Gerloff|2
Beeldemaker, Adriaen Cornelisz|2
Fremery, W. de|2
Surugue, Louis|2
Fries, Reinier de|2
Beughem, C. van|2
Bloot, Pieter de|2
Keuninck, Kerstiaen de|2
Sebastiano del Piombo|2
Goossens, Jan Baptist|2
Ossenbeeck, Willem|2
Fournier, Jean|2
Meester van de Liechtensteinse Aanbidding|2
Morret, Jean Baptiste|2
Loofs, Pieter|2
Nunnink, Albertus Anthonius|2
Wijntrack, Dirck|2
Haid, Johann Elias|2
Coulaux, Julien|2
Monogrammist HE|2
Gambara, Lattanzio|2
Pecarrère, Emile|2
Lint, Hendrik Frans van|2
Verbruggen, Pieter (II)|2
Moninckx, Jan|2
Albrecht, Nicolaas|2
Barbiers-Snabilie, Maria Geertruyd|2
Rowlandson, Thomas|2
David, Gerard|2
Brias, Charles|2
Neumans, P.J.|2
Lipkens, Antoine|2
Delff, Jacob Willemsz. (II)|2
Amphora, Tegel- en Fayencefabriek|2
Sam, Engel|2
Balen, Pieter Gerard van|2
Roëttiers, Jacques Nicolas|2
Sandby, Paul|2
Barbet, Jean|2
Faydherbe, Lucas|2
Antonissen, Henricus Josephus|2
Fogolino, Marcello|2
Diehl, Charles-Guillaume|2
Monogrammist LW|2
Holmes, Pieter|2
Claussin, Ignace Joseph de|2
Vrel, Jacob|2
Indau, Johannes|2
Schmetterling, J.F.|2
Roelse, H.H.|2
Brebiette, Pierre|2
Costa, Lorenzo|2
Plateelbakkerij De Roos|2
Toutin, Henri|2
Mol, Woutherus|2
Ritter,  Christoph (III)|2
Rentinck, Arnout|2
Hilgers, H.|2
Büse, L.H.|2
Nazari, Bartolommeo|2
Zwijndregt, Paulus van|2
Loncke, Jacob Lambrechtsz.|2
Pals, Gerrit van der|2
Harder, Q.|2
Saint, Guillaume|2
Dresden, I. Ephraimsz.|2
Vennekool, Jacob|2
Cooge, Abraham de|2
Darly, Matthew|2
Rombouts, Theodoor|2
Rucholle, Egidius|2
Heeremans, Thomas|2
Safft, Johan Christiaan Willem|2
Guyot, Laurent|2
Meurs, Jacobus van|2
Cressant, Jacob|2
Ramelli, Felice|2
Dolci, Carlo|2
Sas, Jan|2
Feitama, Sybrand (II)|2
Galle, C.|2
Forberger, August|2
Huys, Francoys|2
Courbet, Gustave|2
Sabatelli, Luigi (I)|2
Swertner, Johannes|2
Pauwels & Zn., Willem|2
Houten, Christiaan van|2
Bertrand, Arthus|2
Heuvel, Gerrit van den|2
Rons, Ferdinandus Josephus de|2
Paulet, Willem|2
Odekercken, Willem van|2
Blois, H. de|2
Fulda|2
Toorop, Jan|2
Floris, Cornelis (II)|2
Beelt, Cornelis|2
Dalem, Cornelis van|2
Verelst, Herman|2
Lölinck, Baltzar|2
Audran, Jean|2
Moonen, Jan|2
Helant, Antonie Joseph|2
Breytspraak, Carel|2
Schoor, Jacobus van|2
Dishoecke, Jacob van|2
Elliger, Ottmar (I)|2
Cardeilhac, Ernest|2
Rogers, Rodolphus|2
Vallet, Pierre|2
Ohrloff, Frits|2
Berlijn|2
Braakensiek, Albertus Barend Hendrik|2
Vinne, Jan Jansz. van der|2
Wildens, Jan|2
Blanken, Jan Jansz.|2
Monogrammist WH (Noordelijke Nederlanden)|2
Groux|2
Kuster, Conrad|2
Ramberg, Johann Heinrich|2
Steenwijck, Harmen|2
Haas, Maurits Frederik Hendrik de|2
Vinckboons, Philips (II)|2
Bakker Korff, Alexander Hugo|2
Mekeren, Jan van|2
Webber, Zacharias (II)|2
Kempen, J.M. van (firma)|2
Santvoort, Pieter Dircksz van|2
Bergantini, Piero|2
Eversen, Adrianus|2
Meester van de Kruisafneming van Figdor|2
Gerhards, Hubert|2
Meer, Noach van der|2
Does, jhvr Cécile Dorothea Schuyl van der|2
Fridrich, Jacob Andreas (der Ältere)|2
Hondecoeter, Gijsbert Gillisz. de|2
Blondel, Jacques François|2
Gherardi, Cristofano|2
Tjallings, Karst|2
Mieris, Jan van|2
Leyster, Judith|2
Westerveld, Abraham Evertsz. van|2
Ploetz, Henrik|2
Procaccini, Giulio Cesare|2
Romanelli, Giovanni Francesco|2
Smith, Sidney (Sir)|2
Pigge, Roelant Goverts|2
Vonck, Elias|2
Ritter, George Nikolaus|2
Van Hanselaere, Pierre|2
Monogrammist RR|2
Spoel, Jacob|2
Pollard, Robert (I)|2
Vlissingen & Dudok van Heel, Koninklijke Fabriek P. van|2
Algardi, Alessandro|2
Bouchardon, Edmé|2
Schutter, Hendrik Gerbrand|2
Westenberg, George Pieter|2
Falens, Karel van|2
Schmidt, Izaak Riewert|2
Zürcher, Johannes Cornelis|2
Monogrammist PVL (16e eeuw)|2
Monogrammist SAF|2
Tardieu, Nicolas Henri|2
Amigoni, Jacopo|2
Alberts, Peter|2
Dalen, M.van|2
Koene, Barend|2
Waldorp, Antonie|2
Graf, Urs|2
Wood, Charles|2
Heel, J.W.|2
Mijtens, Daniël (II)|2
Barbiers, Cecilia|2
Monogrammist WDW|2
Binneman, Wouter Jansz.|2
Klein, Johann Adam|2
Schurman, Anna Maria van|2
Bos Wz., Jan|2
Pinelli, Bartolomeo|2
Zincke, Christian Friedrich|2
He Chaozong|2
Rigaud, Jacques|2
Dies, Albert Christoph|2
Meijer, Jan (schrijver)|2
Beest, Sybrand van|2
Schmidt, Georg Friedrich|2
Geisweit van der Netten, Cornelis Justinus|2
Daigremont, Marguerin|2
Boelens, Adriaan|2
Caullery, Louis de|2
Scultori, Diana detto Mantovano|2
Groengraft, Johannes Andries|2
Van der Haert, Henri|2
Jeaurat, Edme|2
Maunoury, E.|2
Hengel, Herman Frederik van|2
Couwenberg, Christiaen Gillisz. van|2
Leemans, Johannes|2
Baardt, Claes|2
Corbeau, Godefroi (I)|2
Begeer, Koninklijke Utrechtsche Fabriek van Zilverwerken van C.J.|2
Meester der Coburger Rundscheiben|2
Hauck, August Christian|2
Kishi ryo|2
Vollevens, Johannes (I)|2
Gijsels, Pieter|2
Hoogkamer, Willem|2
Dethier, Hendrik|2
Philips|2
Sepp, Christiaan|2
Dequevauviller, François Nicolas Barthélemy|2
Koedijck, Dirk|2
Webber, John|2
Eisenhoit, Anton|2
Voskuyl, Huygh Pietersz.|2
Furini, Francesco|2
Wenner, C|2
Bouwens, A.|2
Jamnitzer, Hans|2
Esser, W.|2
Schiff, Willem|2
Akersloot, Jacob|2
Bluck, J.|2
Monogrammist RB|2
Warneke, Wijnand|2
Blankers, Arie|2
Aa, C. van der (zilversmid)|2
Ziesenis, Reinier|2
Zilcken, Philip|2
Bos, Maarten|2
Aved, Jacques André Joseph Camelot|2
Broeck, Elias van den|2
Sarto, Andrea del|2
Vasari, Giorgio|2
Pitloo, Antonie Sminck|2
George, Jean|2
Kick, Simon|2
Guerra, Giovanni|2
Huybrechts, Peeter|2
Cerini, Pietro|2
Gijselaar, Johan Daniël de|2
Duvivier, Guillaume (18e eeuw)|2
Lawrence, Thomas|2
Laurent, J.|2
Mannozzi, Giovanni|2
Horions, Hans|2
Verschuur, Fa. A.D.|2
Barnard, George N.|2
Thomire, Pierre Philippe|2
Chokoku|2
Perelle, Gabriel|2
Bril, Matthijs|2
Hofdijk, Willem Jacob|2
Deys, Jan Geritsz.|2
Schimmelbusch & Sohn|2
Craey, Dirck|2
Lips, Johann Heinrich|2
Giolfino, Niccolò (I)|2
Kiyohiro, Torii|2
Riemenschneider, Tilman|2
Gärtner, Friedrich von|2
Sustris, Frederik|2
Elliger, Antoni|2
Martin, F.|2
Mensaert, Guillaume Pierre|2
Krevelt, Abraham van|2
Aachen, Hans von|2
Winter, F. de|2
Essen, Willem van|2
Dillhoff, J.|2
Pistor, Georg|2
Loef, Jacob Gerritz.|2
Buffagnotti, Carlo Antonio|2
Schobbens, Quellinus|2
Lyon, Jacob|2
Wet, Jacob de (II)|2
Hardivillier, Noël|2
Girolamo da Santa Croce|2
Ross & Thomson|2
Sluyter, Tielman|2
Raymond, Pierre|2
Hugo, Charles|2
Apeldoorn, Jan|2
Massol, Joseph|2
McKnight, T.|2
Daams, Joost|2
Kran, Engel|2
Merian, Matthäus (II)|2
Dalens, Dirck (I)|2
Muys, Nicolaas|2
Rijck, Pieter Cornelisz. van|2
Worst, Jan|2
Lamsveld, Samuel|2
Kilian, Georg Christoph|2
Monogrammist DDC|2
Buyten, Martin van|2
Venusti, Marcello|2
Gardner, Alexander|2
Mayall, John Jabez Edwin|2
Danoot, J.|2
Rethmeyer, Diederik Willem|2
Spinny, Guillaume de|2
Lokhorst, Dirk van (fotograaf)|2
Lafage, Raymond de|2
Cambiaso, Giovanni|2
Moni, Louis de|2
Cooqus, John|2
Sintzenich, Heinrich|2
Roghman, Magdalena|2
Peruzzini, Antonio Francesco|2
Monogrammist WAH|2
Pot, Hendrik Gerritsz.|2
Provoost, Jan|2
Chauveau, François|2
Coypel, Charles|2
De Braekeleer, Ferdinand (I)|2
Hermans, Jan|2
De 3 Aschpotten|2
Limosin, Jean|2
Foggini, Giovanni Battista|2
Roelofs, Christiaan Otto|2
Esser, Wijnand|2
Heyden, H. van der|2
Thiele, Carl Friedrich|2
Valois, Jean François|2
Troost, Willem (II)|2
Quellinus, Artus (II)|2
Meester van Joachim en Anna|2
Sèvres, Manufacture Impériale de|2
Raet, Willem Andriesz. de|2
Loockemans, Theodoor|2
Hondecoeter, Gillis Claesz. de|2
Bellevois, Jacob Adriaensz.|2
Janssen, W.|2
Remshard, Karl|2
Passe, Crispijn van de|2
Grave, Dirk Evert|2
Francotte, A.|2
Klomp, Albert Jansz.|2
Mendes da Costa, Joseph (1806-1893)|2
Voet 88g|2
Wijnantz, Augustus|2
Zaïs, Giuseppe|2
Schuppen, H. van|2
Lerpinière, Daniel|2
Borselen, Jan Willem van|2
De Bloempot|2
Basire, James (I)|2
Möller, Anton (der Ältere)|2
Schwartzenbach, Jacob|2
Spruyt, Johan van der|2
Greuze, Jean-Baptiste|2
Meerman, Hendrik|2
Colijn, Jacob|2
Robert, Joseph Alexandre|2
Blanquart-Evrard, Louis-Désiré|2
Correggio|2
Brueghel, Jan (II)|2
Slabbaert, Karel|2
Sillemans, Experiens|2
Quadt, Matthias|2
Zschammer, Sigismundus|2
Piola, Domenico (Il Vecchio)|2
Cressant, Jacobus Andreas|2
Mouritz, Pieter|2
Marshall|2
Chôki, Eishôsai|2
Adriaenssen, Vincent|2
Reyers, Nicolaas|2
Nagel, Jan (1570-1616)|2
Luini, Aurelio|2
Costantini, Giovanni Battista|2
Masunobu|2
Verveer, Elchanon|2
Noort, Juan van|2
Jeaurat, Etienne|2
Dupuis, Nicolas-Gabriel|2
Galliari, Gasparo|2
Sleur, Hendrik|2
Kempener, Pieter de|2
Jägerschiöld, Frederik|2
Sluytman van der Meer, J.|2
Leenhoff, Ferdinand|2
Van Regemorter, Ignatius Josephus|2
Lienden, Paulus van|2
Lange, Jan Hendrik de|2
Bennewitz en Zonen, Fa.|2
Dionisy, Jan Michiel|2
Monogrammist IAR of IAP|2
Keultjes, Gerardus Laurentius|2
Wijckersloot, Johannes van|2
Ravenna, Severo Calzetta da|2
Danckerts, Justus|2
Panza, Federico|2
Bloem, Arnold|2
Angolo del Moro, Battista dell'|2
Badalocchio, Sisto|2
Ruysch, Rachel|2
Wel, H. van|2
Feitama, Maria|2
Paelinck, Joseph|2
Grant, James Bouvery|2
Plateelbakkerij De Paauw|2
Muller, B.|2
Smit, Jan Willem|2
Eiri, Rekisentei|2
Bout, Cornelis de|2
Picart, Catharina|2
Ronner, Henriëtte|2
Schwartze, Thérèse|2
Beerstraten, Abraham|2
Grimmer, Jacob|2
Leblan, Oger|2
Monogrammist MH (graveur)|2
Vonck, Jan|2
Burgh, Hendrick van der|2
La Fargue, Jacob Elias|2
Buesem, Jan Jansz.|2
Greathead, Henry|2
Ferrari, Defendente|2
Lubienitzki Theodor|2
Mijn, Herman van der|2
Bosch, Adolf|2
Goss, Jan|2
Dijck, Pieter van (1654-?)|2
Chelsea|2
Noort, Pieter van|2
Lorch, Melchior|2
Monogrammist R (graveur)|2
Watson, James|2
Gosse, Pierre (jr.)|2
May, Jan Willem|2
Gaillard, Lucien|2
Chiang Ting|2
Montelatici, Francesco|2
Kertson|2
Ministerie van Koloniën|2
Brandi, Giacinto|2
Behr, J.J.|2
Crivelli, Vittore|2
Bruin, Willem de|2
Ittei, Shozo|2
Francia, Francesco di|2
Val, M.|2
Cuyp, Jacob Gerritsz.|2
Berckheyde, Job|2
Boselli, Orfeo|2
Huet, Jean Baptiste (le vieux)|2
Frogatt|2
Ruyter, Michiel Adriaansz. de|2
Entrop, Pieter Jan|2
Zuid-Holland, N.V. Plateelbakkerij|2
Lamme, Arie|2
Iwamoto Konkan|2
Mulier, Pieter (II)|2
Cominazzo, Lazarino Fortunato|2
Doornick, Marcus Willemsz.|2
Goltz, Conrad|2
Carlebur, François|2
Schoon, Claes Claesz|2
Gaudin, Marc Antoine|2
Bertin, Nicolas|2
Rossellino, Antonio|2
Olmütz, Wenzel von|2
Mol, Robertus de|2
Bernardi, Pietro|2
Enschedé, Izaak|2
Duchatel, Marie|2
Frijling, G.|2
Zeelander, Abraham Lion|2
Delahaye, Michel|2
Bernini, Giovanni Lorenzo|2
Pourbus, Pieter|2
Kok Pieterszoon, Jacobus|2
Wildt, G.A. de|2
Hoecke, Jan van den|2
Egmont, Jacobus van|2
Ghisi, Giorgio|2
Ordonie, Edouard van|2
Leoni, Pompeo|2
Tomotada|2
Hansen, Lambertus Johannes|2
Dubois Drahonet, Alexandre Jean|2
Francken, Frans (III)|2
Karsen, Kasparus|2
Haan, Cornelis de|2
Landry, Pierre|2
Monogrammist SC (graveur)|2
Reading, Burnet|2
Boekholt, Baltes|2
Lambert dit Biron, Jean Joseph|2
Krijgeer, Andries Cornelis|2
Stanhoffius Andriesz., Jacobus|2
Meester van de Egmont-Albums|2
Peter I de Grote (tsaar van Rusland)|2
Giani, Felice|2
Backer, Adriaen|2
Trois Fontaines, G. de|2
Moerenhout, Joseph|2
Siverdtsma, Anthonie Heeres|2
Toeput, Lodewijk|2
Willemsoord, Rijkswerf|2
Kessel, Jan van (I)|2
Jamnitzer, Bartel|2
Samacchini, Orazio|2
Berenbak, Hendrik Willem|2
Goor, Pierre Wautier van de|2
Boni, Giovanni-Martino dei|2
Auguste, Robert Joseph|2
Doetechum, Joannes van (II)|2
Pitteri, Giovanni Marco|2
Rovere, Giovanni Mauro della|2
Fonteyne, Claude|2
Sassen, Joost van|2
Raffaellino da Reggio|2
Valdambrino, Francesco di|2
Bles, Henri met de|2
Langeweg, Daniel Joannes|2
Quaglio, Domenico (II)|2
Berkman, Mathäus|2
Baarsel, Willem Cornelis van|2
Jacobi, Abraham|2
Bertichen, Pieter Godfried|2
Godson|2
Dieu, Antoine|2
Varley, Cornelius|2
Richer|2
Bordone, Paris|2
Burnett|2
Monogrammist IVLER|2
Aubertin, François|2
Cleuter, Leonard|2
Kobell, Anna|2
Mander, Karel van (III)|2
Coertse, Willem|2
Tacca, Pietro|2
Rosso Fiorentino|2
Taanman, Jacob|2
Warren, C.W.|2
Bouttats, Filibert (II)|2
Unkoku|2
Snijder, Cornelis Willems|2
Bow|2
Perelle|2
Duboscq, Jules|2
Sorri, Pietro|2
Cossiers, Jan|2
Dugourc, Jean Démosthène|2
Roth, George Andries|2
Borselaer, Pieter|2
Haringh, Daniël|2
Maganza, Alessandro|2
Vilelle, Abraham|2
Coninxloo, Gilles van (II)|2
Hobbema, Meindert|2
Dolivar, Juan|2
Brakel, Z.|2
Ruel, Jörg|2
Monogrammist WBVH|2
Rosling, Alfred|2
Chitqua|2
Coutrier, Cornelis|2
Crajenschot, Theodorus|2
Constructie Werkplaats|2
Fulton, Robert|2
Bernaert, J.B.|2
Quellinus, Artus|2
Struyk, Nicolaas|2
Boldrini, Niccolò|2
Bellotto, Bernardo|2
Bunel, Jacob|2
Battem, Gerrit van (de Jonge)|2
Bor, Paulus|2
Kosters, Jacob|2
Poppel, Johann Gabriel Friedrich|2
Wolffsen, Bernt|2
Gosse en Zoon, Pierre (jr.)|2
Anthonissen, Hendrick van|2
Reynolds, John|2
Veen, Jan van der (dichter)|2
Bommershoven, Léonard de|1
Morel, Jean Valentin|1
Amelisz, Jan|1
Toyohiro|1
Kitzen, Sievardt|1
Tischbein, Johann Valentin|1
N.N.|1
Kessler, Franz|1
Haeften, Gerard van|1
Prudhomme, Antoine Daniel|1
Attevelt, Diederik van|1
Hanfstaengl, Hanns|1
Suifutei, Kunitaka|1
Lorenzo di Niccolò|1
Spinder, Adriaan|1
Kothgasser, Anton|1
Eersten & Hofmeijer, Firma van den|1
Kunihiro, Utagawa|1
Lyon, Corneille de|1
Borch, ter|1
Schick|1
Specklin, Veit Rudolf|1
Bazicaluva, Ercole|1
Cleyn, Francis|1
Leeuwen, Thijmen van|1
Baellieur, Cornelis de (I)|1
Klingstedt, Carl Gustav|1
Hermann, Hans|1
Moxser, J.|1
Niccolò da Foligno|1
Last, F.|1
Parr, Nathaniel|1
Kiyomizu Rokubei|1
Hesselink, Abraham|1
Tichelaer, Willem|1
Ransen|1
Stalbemt, Adriaen van|1
Minozzi, Bernardino|1
Nijman, G.|1
Brueghel, Pieter (II)|1
Hiroyasu|1
Klerk, Willem de (1730-1759)|1
Stock, J.A.|1
Groskopf, L.|1
Hulkenroy, erven van|1
Sadafusa|1
Bool, Alfred & John|1
Valckenborch, Gillis van (I)|1
Stölzel, Christian Friedrich|1
Leroux|1
Seghers, Gerard|1
Redelijkheid, Cornelis|1
Jode, Pieter de|1
Ruyter, Jan de|1
Slothouwer, Hermanus J.|1
Sterzenbach, Gerard|1
Moor, Abraham de|1
Werff, J. van der|1
Shigenaga, Nishimura|1
Devisme|1
Tê Hua, Porseleincentrum|1
Koninklijke Fabriek voor Stoom- en andere Werktuigen|1
Oosterhuis, Haatje Pieters|1
Jansz, Jan|1
Cruikshank, George|1
Umetada Shichiza|1
Paul (graveur)|1
Meyer, L. de|1
Huygens, E.|1
Pithoud, L.|1
Clouwet, David|1
Ruef, M.|1
Baitei Kakei|1
Saks|1
Patel, Jacques|1
Monogrammist PDM|1
Melzi, Francesco|1
Aspertini, Amico|1
Koning, Jacobus|1
Kiyo|1
Müller, Wilhelm Andreas|1
Thyl, Johan Henrich|1
Graef, J. de|1
Zijl, Gerard Pietersz. van|1
Somerhausen, H.|1
Loeff, Hillebrand Dirk|1
Pot, Hendrik Cornelisz.|1
Wijngaerde, Antoni van den|1
Alstin, Andrew Wemple van|1
Evertsen, Cornelis (II)|1
Kilian, Wolfgang|1
Vianey, Joseph Pierre|1
Hazama|1
Stoppelman, Francis|1
Fullenius, Bernard|1
Sadahiro, Gochôtei|1
Later, Anthony de|1
Ricci, Giovanni Battista|1
Monogrammist BD (graveur)|1
Fawcett & Co.|1
Beer, Jan de|1
Cocq, H. de|1
Savery, Jacob (II)|1
Giersbergen et fils|1
Becx, Jeronimus (II)|1
Kersbergen, Pieter|1
Vrijthoff le Jeune, J. (1651-1716)|1
Brassauw, Melchior|1
Quaglio, Angelo (I)|1
Bierens, D.J.|1
Osborne, John|1
Voet 378|1
Canot, Pierre Charles|1
Hein, Christianus Hendricus|1
Waterloos, Denis (II)|1
Spyck, Johannes van der|1
Hoef, A. van|1
Hoffmann, Samuel|1
Roach, Stephen|1
Ferman, Jan|1
Lambert, G.|1
Bartmans, J.R.|1
Houte, Rombout van den|1
Jihisen|1
Kiyotsune, Torii|1
Monogrammist XXX met L|1
Neau, Zacharie|1
Wijbrants, Wybe|1
Sayers, James|1
Vergós, Pablo|1
Luypen, P.|1
Natalis, Hendrik Noël|1
Meester van de Legende van de Heilige Lucia|1
Meester met het monogram van Jezus|1
Vosmaer, Jacob|1
Castello, Bernardo|1
Kaihoku Yusho|1
Opperdoes, Jan Pietersz|1
Seekatz, Johann Conrad|1
Doeve, Eppo|1
Weston|1
Société Nouvelle de Forges et Chantiers de la Mediterranée|1
Hitsu, Kuniyasa|1
Barbier|1
Hunter, John|1
Pfaff, Jacob|1
Reisinger, Hans|1
Thuret, François|1
Schoor, G. van der|1
Enzering, Barend|1
Hemony, Pieter|1
Vucht, Gerrit van|1
Bernabé|1
Monogrammist RDZ|1
Adam-Salomon, Antoine-Samuel|1
Dahl, Johan Christian Clausen|1
Beierse School laatste kwart 15e eeuw|1
Perini, Giuseppe Sforza|1
Colonia, Adam Louisz|1
Meester van de Hortulus Animae|1
Bömmel, Wolfgang Hieronimus von|1
Frankenstein & Co., M.|1
Landsberghs|1
Schoemaker Doyer, Jacobus|1
Monogrammist MBVL|1
Monogrammist NSN|1
Hirosada, Utagawa|1
Lachtropius, Nicolaes|1
Kruseman, Jan Diederikus|1
Visser, J.A.|1
Bie, Cornelis de|1
Kops, Jacobus|1
Heda, Gerret Willemsz.|1
Stevers|1
Solari, Cristoforo|1
Voet 139|1
Voysard, Etienne Claude|1
Marien, D.|1
Roberts, Piercy|1
Natus, Johannes|1
Boelen|1
Eymer, Arnoldus Johannes|1
Egermann, Anton Ambros|1
Jooss, Balthazar|1
Jacobsen, Gerrit|1
Blesendorf, Samuel|1
Govaerts, Anthonie Constantijn|1
Monogrammist W|1
Ausher & Nathan|1
Diemen, Nicolaas van|1
Guyard|1
Vassé, Louis-Claude|1
Ploos, Johannes|1
Swaisland, Charles|1
Hout, Hermanus Johannes van den|1
Breda, Maria|1
La Gardette, de|1
Caccini, Giovanni Battista|1
Haldenwang, Christian|1
Ebisch, Friedrich|1
Canot, S.|1
Snel, Anna|1
Houtman Bernardszoon, Jacob|1
Knijff, Wouter|1
Chevalier, Charles Louis|1
Schuppen, Jacob van|1
Jager, Andries|1
Shuri|1
Schreuel, Friedrich Carl Albert|1
Masurel, A.|1
Kirchner, Emma|1
Dent, William|1
Gout, J.F.|1
Squarcione, Francesco|1
Meurs, weduwe Jacob van|1
Botticelli, Sandro|1
Alsloot, Denis van|1
Wanum, Ary van|1
Rosaspina, Francesco|1
Meester van het Martyrium der Tienduizend|1
Kuynder, Johan|1
Teimei|1
Looten, Jan|1
Colin, Jean|1
Ykens, Karel (II)|1
Callenburgh, Gerard|1
Jouvenel, Jean-Baptiste Clément|1
Masazumi|1
Bisschop, Johannes|1
Rijp, Cornelis|1
Veen, Nicolaas Harmanus van|1
Koekebakker, Carel|1
Valdor, Johannes (II)|1
Browne, Alexander|1
Meijer, F.W.J.|1
Track, F.|1
Vreede, Pieter|1
Delorme, Adrien Faizelot|1
Grobon, Jean-Michel|1
Bosch, Lambert van den|1
Starbus, Pieter Sr.|1
Sandoz-Rollin, David Alphonse de (Baron)|1
Shinegobu, Yanagawa|1
Palardin, Nicolas|1
Appelman, Bartholomeus|1
Molijn, J.|1
Cignani, Carlo|1
Smees, Jan|1
Diepraam, Abraham|1
Pietersom, J.J. van|1
Du Mortier & Zoon, David (I)|1
Vitali, Pietro Marco|1
Fradin, François|1
Haen, Anthony de|1
Opstal, Gerard van|1
Toyokuma|1
Breen, Daniël van|1
Hendricksz, Aelbrecht|1
Sesshu|1
Anslo, Reyer|1
De Gecroonde Son Hamer, Jacob en Abraham|1
Sluys, Cornelis van der|1
Fuga, Ferdinando|1
Sande, Joannes van den|1
Sant-Acker, F.|1
Morina, Giulio|1
Haccou, Johannes Cornelis|1
Wood, John Muir|1
Barrière, Dominique|1
Cungi, Giovanni Battista|1
Rombouts, Nicolaes|1
Oomkens, Jan (II)|1
Vingles, Juan de|1
Josselin de Jong, Pieter de|1
Kannewet, Joannes|1
Verbeeck, Jan|1
Komeisai Chokuzui|1
Duijndam, Hendrick Symonsz.|1
Vendt, de|1
Oudenrogge, Johannes Dircksz. van|1
Macrino d' Alba|1
Jayet, Clément|1
Morriën, Johannes Hendrikus|1
Michieli, Andrea|1
Wièse, Louis|1
Champaigne, Jean-Baptiste de|1
Briot, Isaac|1
Shunboku, Ooka|1
Wit, I. de|1
Heydt, Johann Wolfgang|1
Confortini, Jacopo|1
Vinckel, Jacob|1
Bureau, Jacques|1
Doeff, A. van|1
Wassenbergh, Jan Abel|1
Hoorn van Burgh, Van|1
Courret Hermanos|1
Riesener, Jean-Henri|1
Carpi, Ugo da|1
Angermond, Gerrit Wilhelm|1
Lecointre|1
Meester van Coriolanus|1
Hoof, Egbert van den|1
Hamond, Laurence|1
Pouncy, John|1
Schelling, P. van de|1
Christianus|1
Shepherd & Robertson|1
Goez, Joseph Franz Freiherr  von|1
Coudray, Francois|1
Ralet, Olivier|1
Neefs, Pieter (II)|1
Copia, Jacques Louis|1
Kunisada (II), Utagawa|1
Mostaert, Gillis (I)|1
Burghoorn, Isaac|1
Tiffany & Co.|1
Santen, Gerrit van|1
Ducerceau, Jacques Androuet|1
Jansen, F.|1
Groot, erven Anthoni de|1
Dextra, J.F.|1
Passe, Crispijn de (de Jonge)|1
Opificio delle pietre dure|1
Soeterik, Theodoor|1
Jansz, Hendrick|1
